Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Min. Source Flag,Air Temp. Min. Record Completeness (%),Air Temp. Max. (°C),Air Temp. Max. Source Flag,Air Temp. Max. Record Completeness (%),Air Temp. Avg. (°C),Air Temp. Avg. Source Flag,Air Temp. Avg. Record Completeness (%),Relative Humidity Avg. (%),Relative Humidity Avg. Source Flag,Relative Humidity Avg. Record Completeness (%),Precip. Accumulated (mm),Precip. Accumulated Source Flag,Precip. Accumulated Comment,Precip. (mm),Precip. Source Flag,Precip. Comment,Wind Speed 10 m Avg. (km/h),Wind Speed 10 m Avg. Source Flag,Wind Speed 10 m Avg. Record Completeness (%),Wind Dir. 10 m Avg. (°),Wind Dir. 10 m Avg. Source Flag,Wind Dir. 10 m Avg. Record Completeness (%),Precip. Normal (mm),Precip. Normal Source Flag,Precip. Normal Comment,Air Temp. Avg. Normal (°C),Air Temp. Avg. Normal Source Flag,Air Temp. Avg. Normal Comment,Air Temp. Avg. Min. Normal (°C),Air Temp. Avg. Min. Normal Source Flag,Air Temp. Avg. Min. Normal Comment,Air Temp. Avg. Max. Normal (°C),Air Temp. Avg. Max. Normal Source Flag,Air Temp. Avg. Max. Normal Comment
Jean Lake Auto,07-Jul-20,4,ACTUAL,100,23.6,ACTUAL,100,15.2,AGGREGATED,100,66.6,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. 1-hr TBRG],0.2,AGGREGATED,using element [Precip. 1-hr TBRG],4.8,AGGREGATED,100,66.7,AGGREGATED,100,653.1,AGGREGATED,Computed based on years 1991-2020,14.6,AGGREGATED,Computed based on years 1991-2020,9,AGGREGATED,Computed based on years 1991-2020,20.2,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,08-Jul-20,10.1,ACTUAL,100,20.6,ACTUAL,100,15.6,AGGREGATED,100,62,AGGREGATED,100,0.4,AGGREGATED,using element [Precip. 1-hr TBRG],0.2,AGGREGATED,using element [Precip. 1-hr TBRG],8.1,AGGREGATED,100,40.2,AGGREGATED,100,656,AGGREGATED,Computed based on years 1991-2020,15.4,AGGREGATED,Computed based on years 1991-2020,9.9,AGGREGATED,Computed based on years 1991-2020,21,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,09-Jul-20,10.9,ACTUAL,100,21.3,ACTUAL,100,14.5,AGGREGATED,100,71.1,AGGREGATED,100,3.3,AGGREGATED,using element [Precip. 1-hr TBRG],2.8,AGGREGATED,using element [Precip. 1-hr TBRG],7.3,AGGREGATED,100,138,AGGREGATED,100,658.9,AGGREGATED,Computed based on years 1991-2020,15.6,AGGREGATED,Computed based on years 1991-2020,10,AGGREGATED,Computed based on years 1991-2020,21.2,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,10-Jul-20,9.4,ACTUAL,100,15.7,ACTUAL,100,12.7,AGGREGATED,100,94,AGGREGATED,100,16.7,AGGREGATED,using element [Precip. 1-hr TBRG],13.4,AGGREGATED,using element [Precip. 1-hr TBRG],5.4,AGGREGATED,100,216.9,AGGREGATED,100,662.7,AGGREGATED,Computed based on years 1991-2020,15.2,AGGREGATED,Computed based on years 1991-2020,9.4,AGGREGATED,Computed based on years 1991-2020,20.9,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,11-Jul-20,2.8,ACTUAL,100,23.4,ACTUAL,100,14.7,AGGREGATED,100,70.7,AGGREGATED,100,19.3,AGGREGATED,using element [Precip. 1-hr TBRG],2.6,AGGREGATED,using element [Precip. 1-hr TBRG],6.4,AGGREGATED,100,196.3,AGGREGATED,100,664.8,AGGREGATED,Computed based on years 1991-2020,15.8,AGGREGATED,Computed based on years 1991-2020,9.6,AGGREGATED,Computed based on years 1991-2020,22.1,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,12-Jul-20,9.6,ACTUAL,100,17.3,ACTUAL,100,12.3,AGGREGATED,100,93.7,AGGREGATED,100,35.8,AGGREGATED,using element [Precip. 1-hr TBRG],16.5,AGGREGATED,using element [Precip. 1-hr TBRG],5.1,AGGREGATED,100,230.5,AGGREGATED,100,669.8,AGGREGATED,Computed based on years 1991-2020,15.7,AGGREGATED,Computed based on years 1991-2020,10,AGGREGATED,Computed based on years 1991-2020,21.5,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,13-Jul-20,9.6,ACTUAL,100,11,ACTUAL,100,10.3,AGGREGATED,100,98.7,AGGREGATED,100,63.4,AGGREGATED,using element [Precip. 1-hr TBRG],27.6,AGGREGATED,using element [Precip. 1-hr TBRG],14.8,AGGREGATED,100,288.1,AGGREGATED,100,673.4,AGGREGATED,Computed based on years 1991-2020,15.3,AGGREGATED,Computed based on years 1991-2020,10.1,AGGREGATED,Computed based on years 1991-2020,20.5,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,14-Jul-20,9.9,ACTUAL,100,11.5,ACTUAL,100,10.3,AGGREGATED,100,98.7,AGGREGATED,100,83.1,AGGREGATED,using element [Precip. 1-hr TBRG],19.7,AGGREGATED,using element [Precip. 1-hr TBRG],13.8,AGGREGATED,100,298.6,AGGREGATED,100,677.5,AGGREGATED,Computed based on years 1991-2020,15.2,AGGREGATED,Computed based on years 1991-2020,9.9,AGGREGATED,Computed based on years 1991-2020,20.5,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,15-Jul-20,5.5,ACTUAL,100,20.6,ACTUAL,100,13.6,AGGREGATED,100,74.4,AGGREGATED,100,83.3,AGGREGATED,using element [Precip. 1-hr TBRG],0.2,AGGREGATED,using element [Precip. 1-hr TBRG],7.5,AGGREGATED,100,298.5,AGGREGATED,100,680.2,AGGREGATED,Computed based on years 1991-2020,15,AGGREGATED,Computed based on years 1991-2020,9,AGGREGATED,Computed based on years 1991-2020,20.9,AGGREGATED,Computed based on years 1991-2020
Jean Lake Auto,16-Jul-20,5,ACTUAL,100,19.2,ACTUAL,100,13.6,AGGREGATED,100,85.5,AGGREGATED,100,89.8,AGGREGATED,using element [Precip. 1-hr TBRG],6.5,AGGREGATED,using element [Precip. 1-hr TBRG],9.2,AGGREGATED,100,125.8,AGGREGATED,100,683.1,AGGREGATED,Computed based on years 1991-2020,15.2,AGGREGATED,Computed based on years 1991-2020,9.4,AGGREGATED,Computed based on years 1991-2020,21,AGGREGATED,Computed based on years 1991-2020
