Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Min. Source Flag,Air Temp. Min. Record Completeness (%),Air Temp. Max. (°C),Air Temp. Max. Source Flag,Air Temp. Max. Record Completeness (%),Air Temp. Avg. (°C),Air Temp. Avg. Source Flag,Air Temp. Avg. Record Completeness (%),Relative Humidity Avg. (%),Relative Humidity Avg. Source Flag,Relative Humidity Avg. Record Completeness (%),Precip. Accumulated (mm),Precip. Accumulated Source Flag,Precip. Accumulated Comment,Precip. (mm),Precip. Source Flag,Precip. Comment,Wind Speed 10 m Avg. (km/h),Wind Speed 10 m Avg. Source Flag,Wind Speed 10 m Avg. Record Completeness (%),Wind Dir. 10 m Avg. (°),Wind Dir. 10 m Avg. Source Flag,Wind Dir. 10 m Avg. Record Completeness (%),Precip. Normal (mm),Precip. Normal Source Flag,Precip. Normal Comment,Air Temp. Avg. Normal (°C),Air Temp. Avg. Normal Source Flag,Air Temp. Avg. Normal Comment,Air Temp. Avg. Min. Normal (°C),Air Temp. Avg. Min. Normal Source Flag,Air Temp. Avg. Min. Normal Comment,Air Temp. Avg. Max. Normal (°C),Air Temp. Avg. Max. Normal Source Flag,Air Temp. Avg. Max. Normal Comment
Imperial Auto,01-Mar-16,-5.1,ACTUAL,100,4.5,ACTUAL,100,-2.1,AGGREGATED,100,64.2,AGGREGATED,100,,MISSING,,,MISSING,,10.8,AGGREGATED,100,246.6,AGGREGATED,100,0.7,AGGREGATED,Computed based on years 1991-2020,-8.4,AGGREGATED,Computed based on years 1991-2020,-14.6,AGGREGATED,Computed based on years 1991-2020,-2.2,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,02-Mar-16,-6.4,ACTUAL,100,-0.8,ACTUAL,100,-4.1,AGGREGATED,100,86.7,AGGREGATED,100,,MISSING,,,MISSING,,8.8,AGGREGATED,100,82.4,AGGREGATED,100,1.5,AGGREGATED,Computed based on years 1991-2020,-8.6,AGGREGATED,Computed based on years 1991-2020,-14.6,AGGREGATED,Computed based on years 1991-2020,-2.6,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,03-Mar-16,-7.7,ACTUAL,100,-0.5,ACTUAL,100,-3.5,AGGREGATED,100,95,AGGREGATED,100,,MISSING,,,MISSING,,6.8,AGGREGATED,100,343.8,AGGREGATED,100,3,AGGREGATED,Computed based on years 1991-2020,-7.6,AGGREGATED,Computed based on years 1991-2020,-13.2,AGGREGATED,Computed based on years 1991-2020,-2.1,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,04-Mar-16,-7.7,ACTUAL,100,-0.8,ACTUAL,100,-5.3,AGGREGATED,100,93.2,AGGREGATED,100,,MISSING,,,MISSING,,6.6,AGGREGATED,100,145.9,AGGREGATED,100,4,AGGREGATED,Computed based on years 1991-2020,-8.3,AGGREGATED,Computed based on years 1991-2020,-14.1,AGGREGATED,Computed based on years 1991-2020,-2.6,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,05-Mar-16,-2.1,ACTUAL,100,7.2,ACTUAL,100,2.1,AGGREGATED,100,71.6,AGGREGATED,100,,MISSING,,,MISSING,,8.1,AGGREGATED,100,185.5,AGGREGATED,100,5.1,AGGREGATED,Computed based on years 1991-2020,-9.1,AGGREGATED,Computed based on years 1991-2020,-15.2,AGGREGATED,Computed based on years 1991-2020,-3.1,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,06-Mar-16,-4.9,ACTUAL,100,-0.1,ACTUAL,100,-3.1,AGGREGATED,100,93.7,AGGREGATED,100,,MISSING,,,MISSING,,9.8,AGGREGATED,100,74.6,AGGREGATED,100,5.8,AGGREGATED,Computed based on years 1991-2020,-9.7,AGGREGATED,Computed based on years 1991-2020,-15.7,AGGREGATED,Computed based on years 1991-2020,-3.6,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,07-Mar-16,-4.7,ACTUAL,100,4.5,ACTUAL,100,-1.8,AGGREGATED,100,94.6,AGGREGATED,100,,MISSING,,,MISSING,,4.9,AGGREGATED,100,217.5,AGGREGATED,100,6.7,AGGREGATED,Computed based on years 1991-2020,-8.9,AGGREGATED,Computed based on years 1991-2020,-15.6,AGGREGATED,Computed based on years 1991-2020,-2.2,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,08-Mar-16,-5,ACTUAL,100,5.7,ACTUAL,100,0,AGGREGATED,100,71.7,AGGREGATED,100,,MISSING,,,MISSING,,8.8,AGGREGATED,100,262,AGGREGATED,100,7.1,AGGREGATED,Computed based on years 1991-2020,-7.6,AGGREGATED,Computed based on years 1991-2020,-14.5,AGGREGATED,Computed based on years 1991-2020,-0.6,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,09-Mar-16,-4.7,ACTUAL,100,7.1,ACTUAL,100,0.3,AGGREGATED,100,62.7,AGGREGATED,100,,MISSING,,,MISSING,,6.3,AGGREGATED,100,175.8,AGGREGATED,100,7.6,AGGREGATED,Computed based on years 1991-2020,-6,AGGREGATED,Computed based on years 1991-2020,-12.5,AGGREGATED,Computed based on years 1991-2020,0.5,AGGREGATED,Computed based on years 1991-2020
Imperial Auto,10-Mar-16,-5.9,ACTUAL,100,5.9,ACTUAL,100,-1.2,AGGREGATED,100,76.4,AGGREGATED,100,,MISSING,,,MISSING,,11,AGGREGATED,100,117.5,AGGREGATED,100,7.9,AGGREGATED,Computed based on years 1991-2020,-5,AGGREGATED,Computed based on years 1991-2020,-11.2,AGGREGATED,Computed based on years 1991-2020,1.2,AGGREGATED,Computed based on years 1991-2020
